Name,Coefficient,Coefficient_std_error,Coefficient_P_value,Phenotype
Immune_uncertain,1.524493397317746e-07,1.628434030389398e-07,0.1745924680272818,6033
Gbl_MB,1.0674921835200457e-06,1.192130794150432e-06,0.1852735907547534,6033
Neur_CB_GNP_IPC_1,1.0677939945547596e-07,1.2285648518676434e-07,0.1923854718098073,6033
Neur_HB_Glut_NBL_2,1.3655758852189608e-07,1.602671685853371e-07,0.1970897986138207,6033
Neur_HB_Glut_NBL_3,1.2679065896228794e-07,1.5418596142131177e-07,0.205446551218849,6033
OPC_4,1.8502554662503085e-07,2.2501743883034207e-07,0.2054610453591883,6033
Mic_3,9.420437534711987e-08,1.1466612201254095e-07,0.2056654783808704,6033
Mic_6,1.0628562958300797e-07,1.3537597932142397e-07,0.2161932513691494,6033
Gbl_HB_5,1.5976035171938397e-07,2.0475214959893005e-07,0.2176182944793283,6033
Gbl_General_1,1.6164198837166254e-07,2.114225437298597e-07,0.2222713503496513,6033
Gbl_HB_3,2.0601939141058999e-07,2.718038070039125e-07,0.2242341851307979,6033
Mic_active_2,8.99532903707977e-08,1.2273271515123248e-07,0.231803540488361,6033
Neur_DRG_1,2.609159885957919e-07,3.636909823473055e-07,0.2365602016049572,6033
Neur_HB_GABA_1,2.2607657835756365e-07,3.413812019506877e-07,0.2539084381058487,6033
End_early_2,7.018842810027785e-07,1.1191247769537516e-06,0.2652730846268442,6033
Neur_HB_Glut_NBL_4,7.722677476014028e-08,1.270297572362722e-07,0.271612840392828,6033
Mic_4,7.45775318433618e-08,1.2407579684662434e-07,0.2738985804473979,6033
Mic_2,6.797030126535538e-08,1.1736526296465553e-07,0.2812491297865849,6033
Neur_Int_MGE,1.6155880564250496e-07,2.948204190407724e-07,0.2918491934053492,6033
