Gene,CB_Exc,HB_Exc,Tel_Exc,MB_Inh,Purkinje
ZNF536,0.4354944,1.0,0.08475768,0.3880558,0.29214826
CERS6,0.27944317,1.0,0.88517547,0.67031103,0.5362415
ZNF462,0.32793316,0.48747295,1.0,0.85586244,0.5752261
ZNF493,0.28839964,0.451853,1.0,0.49118936,0.4443974
ZNF280D,0.37556246,0.7158027,1.0,0.9768785,0.8153782
CUX2,0.11844205,0.13844839,1.0,0.43456742,0.6287275
ATRX,0.62593585,0.6698575,1.0,0.8356093,0.6930965
SOX5,0.27312002,0.25653628,1.0,0.1602594,0.072521575
MLLT3,0.43029928,0.119999886,1.0,0.096898794,0.19553784
TBR1,0.0076680216,0.005479334,1.0,0.007603566,0.012047748
ZNF669,0.49489662,0.61608636,1.0,0.34336135,0.46947357
BHLHE23,0.0,0.0,1.0,0.0,0.12128066
ZNF678,0.32437316,0.34768078,1.0,0.3609784,0.30534366
ARID4B,0.71495444,0.5823118,1.0,0.76079565,0.51253104
PDX1,0.0,0.0,1.0,0.0,0.181921
LCOR,0.469284,0.6117572,1.0,0.74902284,0.67514485
GTF2I,0.51217085,0.6399852,1.0,0.9332139,0.4881671
CUX1,0.86953676,0.3547388,1.0,0.7424846,0.40116197
ZNF292,0.4226598,0.5478601,1.0,0.8141768,0.7027635
ZNF532,0.6297649,0.7633751,1.0,0.6397104,0.5890105
EZH2,0.48680127,0.28442556,1.0,0.42127138,0.29950818
ZHX3,0.10181143,0.13538243,1.0,0.12139188,0.18901648
NEUROG2,0.020512404,0.018514786,1.0,0.03445754,0.1665701
ZNF726,0.4375454,0.3003688,1.0,0.54233444,0.41367516
ARID2,0.7843668,0.62489843,1.0,0.784494,0.52860457
KAT6A,0.42030832,0.60461164,1.0,0.5031131,0.4263021
ADNP,0.5740722,0.6651261,1.0,0.90927446,0.65536016
HOXD10,1.0,0.7145695,0.8636539,0.0,0.0
POU3F3,0.059829213,0.13831572,1.0,0.22083783,0.088472225
PHTF2,0.5753764,0.42337942,0.99010515,1.0,0.83341616
ZNF43,0.44547668,0.38856578,1.0,0.3972395,0.24803728
ZNF358,0.3403716,0.7882907,1.0,0.4350722,0.28935465
ZNF714,0.34311727,0.560414,0.9180464,1.0,0.6517495
ZNF613,0.53218925,0.8068235,1.0,0.61061716,0.5242941
TCF19,0.5789356,0.6205346,1.0,0.17939664,0.13644075
RXRB,0.43059814,1.0,0.65080357,0.53372335,0.37209806
DMRTA1,0.31578305,0.16714737,1.0,0.086980194,0.10290481
SOX11,0.23776686,0.5849393,1.0,0.5819186,0.45726967
POGZ,0.46049988,0.63031465,1.0,0.9615203,0.7078209
SMARCD3,0.08556509,0.121892475,1.0,0.21347436,0.25060457
MNX1,0.23838526,0.14600815,1.0,0.16884391,0.1498173
DMRTA2,0.0069500073,0.016885294,1.0,0.036180835,0.03756352
DMRTB1,0.38595706,0.0,1.0,0.0,0.12128066
HOXA10,0.0,0.20684487,1.0,0.17939664,0.0909605
ISX,0.46648133,1.0,0.4028784,0.0,0.14658408
FOXM1,0.5463793,0.22049965,1.0,0.11404187,0.10141317
ZNF519,0.51294297,0.36696208,1.0,0.476656,0.45753604
E2F2,0.2735129,0.16286999,1.0,0.059328027,0.06302775
ZNF492,0.44555694,0.47911763,1.0,0.38873,0.30086064
SFPQ,0.5548311,0.7832515,1.0,0.45133397,0.4789
ZNF8,0.4510202,0.7149859,1.0,0.6435965,0.5311736
SMAD9,0.28445777,0.33115065,1.0,0.17301427,0.100144014
NEUROD4,0.069629505,0.08827522,1.0,0.04176062,0.06563979
DMRT1,0.046314847,0.23166625,1.0,0.17222078,0.46571776
DNMT1,0.52532494,0.56585395,1.0,0.3927608,0.47602504
ZNF506,0.38734537,0.5357133,1.0,0.75630534,0.7080522
NR2C2,0.47430384,0.65820473,1.0,0.80338365,0.6196852
ZBTB33,0.41845042,0.76112115,1.0,0.4464656,0.40866852
ZNF480,0.47051305,0.6168801,1.0,0.52361,0.43841034
ZNF706,0.38595706,0.4738107,1.0,0.43369707,0.67858416
ZNF341,0.35664225,0.36511543,0.5449505,0.3931744,1.0
NFYB,0.44916505,0.6184529,1.0,0.40770474,0.4773554
ZNF454,0.3616969,0.69657475,1.0,0.87067175,0.49413213
ARGFX,0.2894678,0.0,1.0,0.17939664,0.0909605
ZNF732,0.38780376,0.07917507,1.0,0.09956943,0.10271138
ZFP91,0.0,0.0,1.0,0.3587933,0.909605
ZNF3,0.5543582,0.8215254,1.0,0.9359089,0.7637249
FOXN4,0.076605365,0.01705012,1.0,0.024127098,0.025255842
ZBTB3,0.43999106,0.81083184,1.0,0.55971754,0.9241587
TCF3,0.49326974,0.745925,1.0,0.3352448,0.28938028
ZNF253,0.45456183,0.54810727,1.0,0.7568125,0.3997255
ZNF90,0.7329079,0.36307877,1.0,0.15649496,0.15095572
FOXP3,0.15911731,0.113700375,0.8245337,0.7888991,1.0
ZKSCAN2,0.5695067,0.8300745,1.0,0.6755131,0.58783597
ZKSCAN4,0.4033874,0.7953519,1.0,0.7685121,0.7347261
ZNF280C,0.53789616,0.6092884,1.0,0.57189626,0.49605715
ZSCAN23,0.40540165,0.53684187,0.7113686,1.0,0.45976964
YEATS4,0.47957596,0.53486204,1.0,0.37275094,0.527446
SMARCB1,0.5819667,0.8187158,1.0,0.3681858,0.68387055
ZNF443,0.20433022,0.7138176,1.0,0.4877713,0.4137811
NOC4L,0.38595706,0.8069504,1.0,0.40751833,0.59068173
YBX1,0.5556616,1.0,0.96061766,0.38956815,0.49118984
SMARCD1,0.45028323,0.7452283,1.0,0.70147055,0.6797308
PBRM1,0.394585,0.6312651,1.0,0.76871544,0.6477167
NONO,0.48399502,0.6254904,1.0,0.6556595,0.52506995
ZNF367,0.6793867,0.34519804,1.0,0.2052963,0.2038479
PHF5A,0.5209186,0.76034236,1.0,0.345788,0.52598053
ZNF93,0.48602,0.62921697,1.0,0.6227943,0.2982606
POU3F2,0.049405407,0.18343873,1.0,0.24377038,0.13151658
E2F7,0.5118449,0.18604927,1.0,0.05947763,0.06366537
SMARCA5,0.5230178,1.0,0.62602425,0.5667481,0.46792158
ZBED4,0.41222936,0.6146594,1.0,0.46105465,0.4126631
ZNF730,0.49531704,0.424937,1.0,0.6529611,0.28068694
MYBL2,0.5369838,0.11991007,1.0,0.07695856,0.089642234
ZNF430,0.3698047,0.5549274,1.0,0.62433195,0.7461165
ZNF611,0.48856804,0.67740136,1.0,0.5614953,0.64341044
ZSCAN16,0.42658412,0.7257715,1.0,0.80256397,0.7548126
ZNF311,0.096489266,0.27579314,1.0,0.41859218,0.30320168
ZNF146,0.5397461,0.6262626,1.0,0.8077449,0.5791618
ZNF100,0.42394498,0.56353015,1.0,0.48874995,0.35238242
ZNF681,0.24114648,0.4169782,1.0,0.88871217,0.37078333
ZNF107,0.5473329,0.4425183,1.0,0.5304807,0.429342
ZNF431,0.39469332,0.606751,0.8367741,1.0,0.5489258
ZNF354A,0.5217967,0.96604645,1.0,0.73495835,0.8354137
ZNF782,0.29226652,0.301125,1.0,0.53372985,0.44148508
ZFP62,0.40535188,0.7511552,1.0,0.6154176,0.57410246
ZNF418,0.48710445,0.49642769,1.0,0.6483023,0.7352118
MAZ,0.3406124,0.49205717,1.0,0.3287305,0.35920286
ZNF83,0.38933995,0.61377716,1.0,0.2369084,0.13625956
RCOR2,0.40180758,1.0,0.86048037,0.24820636,0.2504631
ZNF775,0.6647039,0.5975519,1.0,0.43852517,0.25603697
ZNF121,0.7261466,0.733313,1.0,0.554419,0.5270816
ZNF527,0.5834942,0.6970835,1.0,0.6215317,0.84514487
ZNF257,0.2921731,0.25130683,1.0,0.17101362,0.15641806
ZNF585B,0.41212365,0.5188651,1.0,0.46217445,0.6721827
ZNF737,0.31423512,0.46678364,1.0,0.81352067,0.5982964
ZNF668,0.51061404,0.9764106,1.0,0.54821837,0.9310739
FIZ1,0.35399884,0.64820176,1.0,0.4479203,0.42177862
E2F1,0.7029932,0.30534244,1.0,0.07005012,0.07536727
DRAP1,0.46535993,1.0,0.9781422,0.43990478,0.58598393
NR1D2,0.8018855,0.5651356,1.0,0.40257633,0.657914
ZNF776,0.39765275,0.8106648,1.0,0.9749031,0.7515726
GATAD1,0.7062675,0.8759061,1.0,0.8691005,0.7906361
ZNF433,0.30156896,0.6521468,0.5860152,0.8115234,1.0
TCF25,0.47923884,1.0,0.82348156,0.7295224,0.9873249
TOPORS,0.72590077,0.95322955,1.0,0.44766197,0.49696404
NKX2-5,1.0,0.7145695,0.0,0.0,0.62846714
ZNF534,0.3872551,0.41508105,0.47381037,1.0,0.7199906
ZFPM1,0.42678928,0.9068863,0.5027809,1.0,0.265282
ZNF662,0.4482082,0.5337932,1.0,0.7638825,0.39905253
ZBTB45,0.7507746,1.0,0.97520775,0.97897005,0.76626354
SIX5,1.0,0.50496244,0.51819235,0.16526574,0.12569343
ZNF229,0.6140211,0.5095287,0.7355799,0.91247153,1.0
ZBTB34,0.41978598,0.8933061,1.0,0.6146658,0.63346195
PCBP4,0.43568203,1.0,0.37683263,0.73328847,0.4226138
ZNF626,0.34954602,0.6088264,1.0,0.8123622,0.6727645
ZNF252P,0.46627784,0.85644954,1.0,0.5954029,0.4454606
YBX2,0.63646924,0.4548015,0.8245337,0.9861239,1.0
AHR,0.13555565,0.14529592,1.0,0.12951563,0.6708892
ZSCAN18,0.56048703,0.9818069,1.0,0.8036099,0.6603263
MEIS3P1,0.7719141,0.27579314,1.0,0.0,0.0
ZNF552,0.5578928,0.65506387,0.58588266,0.98855877,1.0
HEY2,0.80226743,1.0,0.8856379,0.4672955,0.20471226
NR2F2,0.37598857,0.2751189,0.13036732,1.0,0.59815115
ZNF503,0.13543005,1.0,0.0,0.13988717,0.070927784
WIZ,0.4035006,0.5838219,1.0,0.42558163,0.5615137
DBP,0.33645952,0.43075913,0.48430762,0.43441585,1.0
BBX,0.9760206,1.0,0.9794002,0.7416991,0.57916874
FOXJ2,0.5754689,0.9611474,1.0,0.6445389,0.8540483
ZBTB5,0.45865813,0.6211076,1.0,0.5138397,0.5160307
ZBTB48,0.62104,0.7897713,1.0,0.75998944,0.7326455
ZNF205,0.4535747,1.0,0.8121264,0.6513323,0.67092633
AR,0.4544689,1.0,0.28702927,0.26552546,0.19062223
SPIC,0.0,0.0,0.68711144,0.0,1.0
THAP8,0.60711175,1.0,0.86204135,0.6759842,0.57879156
EGR2,1.0,0.51968694,0.6542832,0.15024157,0.31423354
IKZF4,0.4444497,0.8402266,0.78633505,0.9306336,1.0
DLX3,1.0,0.12992172,0.117770985,0.056340586,0.12855008
BPTF,0.6236631,0.54146934,0.7789501,1.0,0.7634864
ZNF76,0.7344212,0.7328218,1.0,0.9513148,0.66219246
ARNT2,0.38177532,0.7389572,1.0,0.9877639,0.46185803
ZNF16,0.45028326,0.7584312,1.0,0.4584581,0.5407096
HMG20B,0.81146467,1.0,0.7375892,0.28690168,0.23659675
TFB1M,0.82959044,0.8214514,1.0,0.7484347,0.5645696
BCL6,0.3952349,0.44551203,1.0,0.94528234,0.22302815
THAP11,0.7252932,1.0,0.98778826,0.39763278,0.6954222
ZNF598,0.7851842,1.0,0.90878296,0.42702964,0.5270313
ZNF791,0.72190446,0.77692944,1.0,0.85650957,0.7409952
MEF2B,0.9231676,0.7155714,1.0,0.3006106,0.3048406
ZNF221,0.4994362,0.71925426,0.776412,1.0,0.76538247
HOXD1,0.0,1.0,0.0,0.0,0.16251715
ZNF268,0.47802025,0.8311748,1.0,0.8097537,0.66760004
ELF3,0.2893042,0.4134559,0.4997174,0.0,1.0
ZNF30,0.6256338,1.0,0.7251812,0.6071103,0.920893
FOXI1,,,,,
RARA,0.19800287,1.0,0.48983058,0.50956506,0.43131578
ZNF37A,0.23157424,0.7722208,1.0,0.8132648,0.77619624
CDX2,0.0,1.0,0.0,0.0,0.0
ZNF343,0.6928355,0.6251423,0.8417749,0.8223764,1.0
PARP1,1.0,0.5813787,0.99161166,0.33644375,0.39268154
FOXO4,0.6041067,0.43167624,1.0,0.7799854,0.22146904
ZNF155,0.6605804,0.97057974,1.0,0.95218223,0.6950315
POU2F3,0.9924611,0.35459122,1.0,0.9226114,0.8316389
PPARA,0.59108937,1.0,0.92993176,0.415829,0.25602016
ZNF397,0.4228488,0.56944567,0.83272487,1.0,0.6570657
CXXC1,0.48796,0.6087149,1.0,0.40236107,0.5834466
TCF7L1,1.0,0.3010398,0.39716774,0.097349085,0.04578739
ZNF512,0.6653997,0.7132115,0.8370267,0.65442777,1.0
ZNF844,0.860567,0.9324832,0.9579773,1.0,0.78188777
ZBTB39,0.4342017,0.8848363,1.0,0.7823688,0.5811365
ZBTB11,0.8440761,0.96488535,1.0,0.732494,0.91767895
FOXD3,0.0492762,1.0,0.07660364,0.042754248,0.43355855
PHB2,0.76137716,0.89579,1.0,0.61011654,0.6272159
ZC3H6,0.4095852,0.5617469,0.8809452,1.0,0.80137116
ZKSCAN1,0.43077138,0.6219436,0.8454206,1.0,0.5409755
IRF9,0.7090516,1.0,0.83798707,0.8094805,0.6625601
PLAG1,0.78975433,0.53775007,1.0,0.47205392,0.3094913
PHB,0.5323546,0.87810004,1.0,0.3972845,0.56667346
CAMTA2,0.50984454,0.8375941,1.0,0.47839108,0.6992355
ZNF322,0.5638983,0.992139,1.0,0.6803094,0.65838075
HAND2,1.0,0.71456945,0.86365384,0.24789856,0.0
ZC3H7B,0.75925976,0.9310441,1.0,0.7310308,0.8934153
SP1,0.5862639,0.6126797,1.0,0.56922483,0.41680634
THAP7,0.4404173,0.77662003,1.0,0.4270301,0.50893235
PURA,0.76410717,0.8211035,1.0,0.901746,0.8845362
NFKBIB,0.91807544,0.72946477,1.0,0.21230374,0.5532982
ZNF606,0.38862804,0.69854873,1.0,0.6505456,0.45826465
ZNF22,0.6529349,0.8857004,1.0,0.5300969,0.6654479
SREBF1,0.3396909,0.45153517,1.0,0.44820866,0.60487294
HOMEZ,0.4956697,0.82895637,0.8561741,1.0,0.46726817
TERF1,0.530764,0.769175,1.0,0.8766281,0.99162084
CREB3,0.4987753,0.95466864,1.0,0.4609114,0.80325115
FUBP3,0.572455,0.76717836,1.0,0.7479323,0.87747467
ZC3H10,1.0,0.7145695,0.8636539,0.0,0.31423357
TADA2B,0.38634956,1.0,0.8897928,0.42034808,0.69065386
PRDM15,0.63866705,0.7321651,1.0,0.6150742,0.632392
KAT5,0.8073674,0.8066518,1.0,0.692119,0.74819285
HBP1,0.69168234,0.5942829,1.0,0.42670494,0.41181022
ZNF274,0.5456391,0.69180185,0.9259839,1.0,0.8012498
ATF1,0.6865081,0.6778362,1.0,0.6933438,0.6354943
NR2F6,0.46779168,1.0,0.628083,0.50673735,0.61392385
GTF3A,0.79894906,1.0,0.97222733,0.49938694,0.95476776
TBX19,1.0,0.5925699,0.76886266,0.21162075,0.33722627
MAEL,0.59668994,0.55271024,0.24812359,0.246531,1.0
ZNF417,0.3544504,0.7260677,1.0,0.52720654,0.7796615
RXRG,0.58923954,1.0,0.7315424,0.36517912,0.31245556
GLI1,1.0,0.27742112,0.39626473,0.007291135,0.12199656
MYNN,0.6639407,1.0,0.9442463,0.8291097,0.839527
ZBTB4,0.5789356,0.89946175,1.0,0.80320776,0.7959044
ZNF718,0.53468,0.45520929,1.0,0.53697723,0.44633555
NOC3L,0.63983345,0.652156,1.0,0.34520647,0.48223096
ZNF629,0.53996813,1.0,0.83335125,0.6296839,0.5522004
ZNF843,0.9329626,1.0,0.65080357,0.88953894,0.9246073
MLLT1,0.33452648,0.7942062,1.0,0.6008095,0.50972205
MLXIP,0.3989208,1.0,0.5285639,0.32155225,0.43243343
ZNF211,0.3904222,0.68087655,0.73568654,1.0,0.86136013
PRDM11,0.6550647,0.9336484,1.0,0.95897657,0.97803396
ZNF281,0.4149443,0.8677383,0.8492139,1.0,0.9022206
CDC5L,0.5825951,0.79913765,1.0,0.49532524,0.63292867
THAP9,0.46665722,0.47637004,1.0,0.4022834,0.33407313
ZNF517,0.5597776,1.0,0.7493538,0.5377263,0.9146847
ZNF585A,0.5422941,0.8378526,1.0,0.53591913,0.5434602
ZNF48,0.41120657,0.7925831,1.0,0.50968766,0.6494749
ZNF774,0.4527613,1.0,0.8176063,0.427273,0.8633372
ZNF212,0.65675974,0.85179394,1.0,0.92698073,0.83743304
NFRKB,0.7612709,0.79976016,1.0,0.6863419,0.6812136
ZNF627,0.76430905,0.9088946,1.0,0.90935546,0.7684594
ZNF667,0.4169813,0.6614104,0.79940397,0.5850008,1.0
ZNF132,0.5474589,0.7206269,0.64701,1.0,0.7243367
TOX4,0.5394178,0.8937393,1.0,0.8106525,0.84254885
ZNF624,0.5491509,0.5410822,0.8218825,0.8603482,1.0
ZNF841,0.3814164,0.52562934,1.0,0.7682398,0.82613534
ZNF181,0.40839645,0.86586225,1.0,0.57295674,0.6670437
ZNF287,0.31930155,0.7398017,1.0,0.67561084,0.65876687
ZNF260,0.4560595,0.6956742,1.0,0.9262725,0.65937084
RFX1,0.62369114,0.93047345,0.8618453,0.95029914,1.0
ZNF790,0.6703465,0.67315304,1.0,0.76951724,0.61996764
ZNF516,0.8725309,0.89600015,1.0,0.8349107,0.44805828
NKX6-2,0.22848065,1.0,0.17266217,0.5664003,0.15256712
SMAD2,0.619735,0.562834,1.0,0.39637005,0.52397996
TSC22D4,0.28788564,1.0,0.2779861,0.23664914,0.16019547
ZBTB9,0.0,0.0,1.0,0.0,0.0
ZNF608,0.50931257,0.57010394,0.74691176,0.9913662,1.0
ZNF488,0.915021,1.0,0.5345887,0.25018284,0.42283872
CHAMP1,0.64509964,0.75252134,1.0,0.734672,0.70169526
ARHGAP35,0.5157352,0.7421609,1.0,0.61897117,0.70143056
LCORL,0.9415418,0.5117495,0.97346175,0.9007108,1.0
NCOA7,0.54370517,0.8609076,0.5315258,0.3950558,1.0
TFEB,0.80494636,0.49493107,0.95387226,0.29003644,1.0
C20orf194,0.56807613,0.73087627,0.7434337,1.0,0.8226999
HSFX1,,,,,
E2F3,0.59349364,0.19015212,1.0,0.07039482,0.09675857
THRA,0.38388482,0.77185065,1.0,0.326526,0.8693138
ZBTB1,0.5660704,0.59214413,1.0,0.35785532,0.4159214
ATOH8,1.0,0.4254689,0.25711834,0.037847113,0.1223352
ZNF729,0.0,0.82737947,1.0,0.3587933,0.545763
ZNF365,,,,,
NR0B1,1.0,0.7145695,0.43182695,0.61974645,0.15711679
SOX6,0.2473488,0.46970376,1.0,0.41107157,0.07520546
ALX1,0.49623054,0.5318868,1.0,0.051256187,0.44180816
ZBTB12,0.0,0.0,0.0,0.0,1.0
FOXE3,0.0,0.0,1.0,0.7175866,0.727684
MATR3,0.54488057,0.24334691,1.0,0.2110549,0.5136593
HOXD13,0.0,1.0,0.0,0.0,0.43975228
VEZF1,0.3647971,1.0,0.7869626,0.6618162,0.49768963
THAP5,0.5352423,0.5619936,1.0,0.41295075,0.4256265
ZHX2,0.26937687,0.49070826,0.58786815,0.52580416,1.0
ZNF581,1.0,0.7145695,0.0,0.0,0.31423357
ZNF827,0.7069136,0.7295646,0.6280417,1.0,0.37462166
GSX1,0.44512084,0.1590349,0.09610759,1.0,0.22729185
HOXD9,0.0,0.0,0.0,0.0,1.0
ZNF468,0.31578305,0.82737947,1.0,0.065235145,0.2976889
ZNF396,0.33586654,1.0,0.58014494,0.86730045,0.5628829
NCOR2,0.5743071,0.5395033,1.0,0.26160815,0.2770412
ZNF57,0.53954464,1.0,0.49510357,0.41797614,0.6092953
ZNF805,0.5931717,0.86128855,1.0,0.54701275,0.65461737
E2F6,0.79834956,0.89160526,1.0,0.8289928,0.9901819
ZNF814,0.49176,0.48876086,1.0,0.74321467,0.62443155
ZNF24,0.48874775,1.0,0.9990231,0.7789835,0.75566024
ZC3H7A,0.48318014,0.66457766,1.0,0.6722259,0.7595029
KCNIP3,1.0,0.2938197,0.87785876,0.28133228,0.19226132
ZNF621,0.6844874,0.69481593,1.0,0.7294803,0.29348582
ZNF346,0.40428144,0.57531923,1.0,0.85528374,0.7409997
ZNF142,0.39999187,0.82487226,1.0,0.5153577,0.59207016
DNAJC21,0.95395184,0.8663032,1.0,0.6189076,0.60347736
ZC3H3,0.5758062,0.8363241,1.0,0.5275231,0.71195024
ZNF507,0.6549348,0.7323426,1.0,0.716894,0.56578135
THAP2,0.5967701,0.832281,1.0,0.97775424,0.8953789
ZBTB49,0.45844838,0.9359807,0.9281468,0.6660257,1.0
ZNF175,0.48130733,0.7075886,0.88928896,1.0,0.80084366
ZNF596,0.6932799,0.8154317,0.8054035,1.0,0.7885079
SLC30A9,0.63906664,0.71313184,1.0,0.91344965,0.6915049
ZMAT3,0.23008981,0.9440612,1.0,0.44159177,0.99590087
ZNF449,0.54792124,0.83107316,1.0,0.5990567,0.63347495
ZNF160,0.5336768,0.845571,1.0,0.58786005,0.69598114
ZNF570,0.5204369,0.6515253,1.0,0.62757576,0.6186582
ETV7,0.0,0.37900126,0.0,0.986124,1.0
ZNF439,0.386862,0.8487187,1.0,0.8892017,0.73578835
ZNF562,0.60278106,0.8949777,1.0,0.76749307,0.84806395
ZNF318,0.36292908,0.58759934,0.8033796,1.0,0.7977978
CREB3L4,0.6528965,0.7471929,1.0,0.7586819,0.47604
ZNF747,0.4983243,0.65980893,1.0,0.363335,0.48819306
ZNF35,0.5835025,1.0,0.82375485,0.7927902,0.6125301
ETV2,0.27672574,0.54378444,0.80660903,0.38587457,1.0
DMRT2,0.0,0.0,1.0,0.7175866,0.363842
ZNF32,0.5224002,1.0,0.9099714,0.7852216,0.69037867
RFX5,0.53440213,0.6707159,1.0,0.3014713,0.3229367
NFXL1,0.827213,0.8796149,0.93163216,0.9037317,1.0
GATAD2B,0.35069337,0.54087204,1.0,0.426422,0.3294646
ZNF316,0.53821117,0.87370795,0.9892497,0.7167145,1.0
ZNF282,0.5496224,0.6755187,1.0,0.5722526,0.53655183
ZNF837,0.6947227,0.8549588,1.0,0.47839108,0.7640682
DR1,0.5869148,0.8932657,1.0,0.52198106,0.6101179
ZNF70,0.6833338,0.5335015,1.0,0.6666105,0.5308515
ZNF793,0.44821194,0.65153813,0.95558393,1.0,0.9030064
ZSCAN29,0.70162857,1.0,0.99127847,0.7184178,0.71654457
ZNF559,0.44412637,0.5157086,0.9246812,1.0,0.5972055
ZNF395,0.63496166,0.9217465,1.0,0.7341209,0.819902
ZNF571,0.6204697,0.52886677,0.7440193,1.0,0.946932
ZSCAN30,0.6117031,0.9022283,0.95500344,1.0,0.6924764
ZNF546,0.44920754,0.48425218,1.0,0.7823854,0.6145158
ZNF777,0.7650293,1.0,0.9669082,0.7025134,0.8721753
ZNF140,0.4165228,0.6452449,1.0,0.61548704,0.5826356
ZNF781,0.3985306,0.6042847,0.79751927,1.0,0.7116826
ZBTB44,0.39842966,0.5099945,1.0,0.549248,0.40847853
ZNF512B,0.36235538,0.7291653,1.0,0.6814492,0.8101374
ZKSCAN5,0.5484653,0.9111223,1.0,0.76407,0.7114805
ZNF136,0.5709319,0.7492169,1.0,0.49272078,0.64720285
HMG20A,0.50734454,0.6558712,1.0,0.7473364,0.57398087
ZNF154,0.34963173,0.59538877,1.0,0.6669335,0.727684
ZNF766,0.6676014,0.78017163,1.0,0.62923515,0.64683026
ZNF79,0.4303592,0.75416005,1.0,0.80014086,0.7759816
MYT1,0.2004008,0.80351275,1.0,0.48989084,0.31836176
ZKSCAN3,0.44820824,0.7740002,1.0,0.89351106,0.55867356
ZNF699,0.49078393,0.6497165,0.9615098,0.9252916,1.0
SMARCAL1,0.6379291,0.68662494,1.0,0.8117776,0.74245137
ZNF721,0.49545488,0.49953157,1.0,0.6797303,0.785694
ZFP82,0.42050824,0.58057487,0.7445058,0.728773,1.0
ZNF708,0.5531767,0.87541914,1.0,0.7336638,0.32790557
ZFP41,0.6780327,0.7453869,1.0,0.68526286,0.7604625
ZNF329,0.5487827,0.87909067,1.0,0.6540503,0.6670437
ZBTB37,0.5101111,0.79169995,1.0,0.855584,0.86168647
ZNF74,0.3700413,0.64399123,1.0,0.74717784,0.74643874
ZNF445,0.45424178,0.62230253,1.0,0.6691342,0.6829034
ZFP3,0.4296503,0.53597534,1.0,0.5596273,0.47825772
ZNF740,0.5929583,0.74721813,1.0,0.6356476,0.6433331
NKRF,0.5391338,0.7911817,1.0,0.6480704,0.7094919
ZNF75D,0.73809916,0.76238894,1.0,0.93654805,0.38142955
RXRA,0.2810599,1.0,0.69534457,0.3955471,0.21987614
ZNF284,0.6495375,0.76683956,1.0,0.71758664,0.81050986
ZNF529,0.53268176,0.6864562,1.0,0.93494165,0.8375713
ZFP1,0.4817716,0.70298326,1.0,0.6699147,0.8860698
ZNF234,0.46380636,0.7521632,1.0,0.7726288,0.76489514
VAX2,0.6227787,0.4854749,0.5134168,1.0,0.28465158
ZNF549,0.55233246,0.8454841,1.0,0.8589056,0.9330916
ZNF169,0.5943056,0.6626358,1.0,0.5524782,0.4105297
SOX12,0.56190807,0.89169264,1.0,0.7138178,0.6279332
ZNF619,0.42104408,0.9778121,1.0,0.8480569,0.363842
ZBTB41,0.36527145,0.5702969,1.0,0.5189602,0.6178403
ZFP14,0.40426025,0.63362706,0.9684505,0.98724246,1.0
DEAF1,0.53809786,0.7106537,1.0,0.56275463,0.7775047
THAP4,0.47194248,0.77920294,1.0,0.5286524,0.74057966
CREBZF,0.5828633,0.82401156,1.0,0.7876901,0.752368
ZNF639,0.37683445,0.6769468,1.0,0.4944824,0.42933354
ZNF14,0.5021087,0.8106031,0.9194946,0.88023627,1.0
TFAM,0.44695938,0.7192417,1.0,0.4551258,0.6270468
MGA,0.71713316,0.770145,1.0,0.49510902,0.55632615
ZNF595,0.41085753,0.5492451,1.0,0.47514224,0.44538215
ZNF408,0.6636172,0.862183,0.91180664,0.5795231,1.0
ZNF25,0.34847468,0.56245893,1.0,0.64651793,0.74027854
ERF,0.89055526,1.0,0.7691315,0.15769099,0.51970726
ZNF593,0.676484,1.0,0.9009016,0.41924855,0.49979225
THAP6,0.4719816,0.577187,0.8102864,1.0,0.6788611
ZNF354C,0.4240092,0.5576904,1.0,0.66416466,0.6266574
ZNF649,0.46078548,0.69511133,1.0,0.70050126,0.674469
ZNF560,0.44533512,0.19093373,1.0,0.49679074,0.8536293
ZNF677,0.6161896,0.75521576,0.98688066,0.6598329,1.0
ZNF461,0.5240891,0.7555281,1.0,0.60806024,0.7066195
ZNF587,0.51694083,0.6856209,1.0,0.5769065,0.65635425
ZNF583,0.23157424,0.6496461,1.0,0.9793728,0.6973638
ZNF26,0.6273103,0.7983877,1.0,0.6460213,0.6629573
ZNF770,0.4776259,1.0,0.9982585,0.5683334,0.6028458
ZNF720,0.39133626,0.637111,1.0,0.65382886,0.4912501
ZNF655,0.56547195,0.71193117,1.0,0.5840821,0.7784527
ZNF441,0.5517203,0.7525026,0.55969304,1.0,0.67971677
ZNF398,0.55808413,0.8729555,1.0,0.8916622,0.7750914
ZNF684,0.7690339,0.768722,1.0,0.7443622,0.68559784
ATOH7,1.0,0.94022304,0.95456487,0.48927355,0.9261621
TAX1BP1,0.5260347,1.0,0.788683,0.9017733,0.9232598
ZNF81,0.5473573,0.71455497,1.0,0.65626556,0.6125776
ZNF615,0.51093364,0.78535384,1.0,0.77909404,0.72075367
MAF1,0.5165887,0.8401084,1.0,0.44849163,0.4736943
ZNF628,0.4362993,0.82737947,1.0,0.37439302,0.506215
ZNF695,0.8016032,0.2545783,1.0,0.055198967,0.22390278
ZNF28,0.43420172,0.64247274,1.0,0.35335705,0.43688607
ZNF511,0.8651108,1.0,0.8130819,0.315382,0.3597973
ZFP30,0.43835697,0.5649227,0.84335417,1.0,0.54616207
ZNF114,1.0,0.75169,0.41500252,0.3782868,0.27342403
